megapose6d	Code for "MegaPose: 6D Pose Estimation of Novel Objects via Render & Compare", CoRL 2022.	NOASSERTION	2024-11-11T16:51:17Z	true
orbita_serial_controller		Apache-2.0	2026-01-20T11:11:37Z	false
reachy-2021-utils		Apache-2.0	2025-03-27T17:14:12Z	false
depthai-ros	Fork of depthai-ros, provides ROS bindings around Luxonis' C++ library	MIT	2023-05-11T13:58:11Z	true
reachy-2023-docs	Documentation for Reachy 2023	Apache-2.0	2025-04-29T13:39:18Z	true
gazebo_models_worlds_collection	collection of gazebo models and worlds	GPL-3.0	2024-11-23T08:53:42Z	true
ReachyTeleoperation	Unity app for teleoperating Reachy	Apache-2.0	2026-03-17T11:22:56Z	false
Arduino-FOC	Arduino FOC for BLDC and Stepper motors - Arduino Based Field Oriented Control Algorithm Library	MIT	2023-06-02T11:03:01Z	true
Arduino-FOC-drivers	Drivers and support code for SimpleFOC	MIT	2023-05-25T18:21:01Z	true
reachy2_core	Reachy V2 workspace 	Apache-2.0	2026-08-31T01:12:00Z	false
orbita2d_control	Control tools for Orbita2D actuators	Apache-2.0	2026-02-22T00:30:30Z	false
lib_KiCAD	Symbols, Footprints and 3d Models for KiCAD		2026-08-21T17:14:35Z	false
colcon-cargo	An extension for colcon-core to support Rust projects built with Cargo.	Apache-2.0	2023-08-01T19:24:42Z	true
reachy-docs		Apache-2.0	2023-08-10T15:31:57Z	false
ros2_pollen_toolbox		Apache-2.0	2025-10-29T16:38:18Z	false
reachy2-sdk	Reachy 2 Python SDK	Apache-2.0	2026-09-01T04:14:33Z	false
orbita3d_control	Control tools for Orbita 3D actuator	Apache-2.0	2026-07-08T20:50:59Z	false
motor_toolbox_rs		Apache-2.0	2025-04-23T12:26:45Z	false
gst-signalling-py	Python implementation of the Gstreamer signalling	Apache-2.0	2026-04-02T12:19:01Z	false
gRPC-WebRTC-pybridge	Streams data with GStreamer WebRTC plugin	Apache-2.0	2025-04-23T10:06:34Z	false
multical	Multi-camera calibration using one or more calibration patterns	NOASSERTION	2024-10-02T10:20:44Z	true
firmware_Poulpe	The firmware stack for poulpe boards	Apache-2.0	2025-09-02T15:52:06Z	false
embassy	Modern embedded framework, using Rust and async.	Apache-2.0	2024-10-16T09:38:02Z	true
reachy2-sdk-api	Reachy 2 SDK gRPC APIs.	Apache-2.0	2026-05-21T06:50:07Z	false
reachy2_sdk_server		Apache-2.0	2026-05-21T06:21:58Z	false
docker_reachy_moveit		Apache-2.0	2025-10-28T14:43:18Z	false
mobile_base		Apache-2.0	2026-03-10T08:18:35Z	false
pollen_grasping_utils		Apache-2.0	2026-07-10T07:37:37Z	false
gstreamer_webrtc	Streams video and audio with GStreamer WebRTC plugin	Apache-2.0	2026-04-11T18:40:30Z	false
aiortc	WebRTC and ORTC implementation for Python using asyncio	BSD-3-Clause	2023-10-30T13:35:48Z	true
pollen-vision	Simple and unified interface to zero-shot computer vision models curated for robotics use cases.	Apache-2.0	2026-09-01T09:04:12Z	false
Reachy2Teleoperation	Unity app for teleoperating Reachy2	Apache-2.0	2026-05-21T04:00:50Z	false
elec_Donut	Donut is electronic boarrd dedicated to the positionning and the initialization of Orbita 3d for Reachy 2	Apache-2.0	2025-09-23T10:07:27Z	false
act-plus-plus	Imitation Learning algorithms with Co-traing for Mobile ALOHA: ACT, Diffusion Policy, VINN	MIT	2024-04-03T07:01:04Z	true
octo	Octo is a transformer-based robot policy trained on a diverse mix of 800k robot trajectories.	MIT	2025-04-14T20:10:32Z	true
reachy2_symbolic_ik	Inverse kinematics and control algorithm for the arms of Reachy2	Apache-2.0	2026-02-19T04:06:32Z	false
MobileSAM	This is the official code for MobileSAM project that makes SAM lightweight for mobile applications and beyond!	Apache-2.0	2025-04-14T20:10:10Z	true
recognize-anything	Open-source and strong foundation image recognition models.	Apache-2.0	2026-07-09T12:49:17Z	true
co-tracker	CoTracker is a model for tracking any point (pixel) on a video.	NOASSERTION	2024-03-05T13:45:04Z	true
GstreamerWebRTCUnityPlugin	Gstreamer plugin for Unity enabling webRTC audio,video and data exchange	Apache-2.0	2025-11-26T05:58:38Z	false
reachy2-docs-outdated	Reachy 2 Documentation	Apache-2.0	2024-04-08T09:13:25Z	false
pollen-manipulation		Apache-2.0	2026-07-10T07:37:53Z	false
contact_graspnet_pytorch	Pytorch implementation of Contact-GraspNet	NOASSERTION	2024-06-19T18:01:02Z	true
reachy2-docs	Documentation for Reachy 2	Apache-2.0	2026-05-21T10:23:48Z	false
elec_Poulpe_2d	Dual Motor Control Board for Reachy 2	Apache-2.0	2026-03-10T08:23:27Z	false
elec_Ventouse_2d	Power board for 2 BLDC motors. Paired with elec_Poulpe_2d	Apache-2.0	2025-09-23T10:02:41Z	false
Metric3D	The repo for "Metric3D: Towards Zero-shot Metric 3D Prediction from A Single Image" and "Metric3Dv2: A Versatile Monocular Geometric Foundation Model..."	CC0-1.0	2024-05-14T08:40:40Z	true
poulpe_ethercat_controller	A rust based ethercat master controller for the Poulpe boards	Apache-2.0	2026-05-28T03:25:14Z	false
elec_Poulpe_3d	Tripple Motor Control Board for Reachy 2 	Apache-2.0	2026-03-10T08:22:48Z	false
elec_Ventouse_3d	Power board for 3 BLDC motors. Paired with elec_Poulpe_3d	Apache-2.0	2025-09-23T09:54:02Z	false
pyesi	A simple EtherCAT Slave Information (ESI) XML file generator	Apache-2.0	2026-08-07T09:38:21Z	false
reachy2_hdf5_recorder		Apache-2.0	2025-09-13T07:21:47Z	false
lerobot	🤗 LeRobot: End-to-end Learning for Real-World Robotics in Pytorch	Apache-2.0	2026-06-10T04:37:08Z	true
elec_pincette	Pincette is an electronic board that adapts a small connector that fits through Orbita 3d into 12V + Dynamixel	Apache-2.0	2025-09-23T10:30:31Z	false
elec_magique	Der/Deser PCB for Dynamixel/Camera/Soundcard on Reachy 2 head	Apache-2.0	2025-09-23T10:20:34Z	false
reachy2_monitoring_python		Apache-2.0	2025-04-24T06:34:57Z	false
Reachy2_arm_kinematics		Apache-2.0	2025-05-13T16:03:48Z	true
elec_Ticket	Angle sensor for Orbita 2d	Apache-2.0	2025-09-23T10:23:03Z	false
reachy2-sdk-rerun	Visualize and log Reachy2 data with rerun	Apache-2.0	2025-04-23T20:25:28Z	false
reachy2-tutorials	SDK and pollen-vision tutorials for users of Reachy2	Apache-2.0	2026-02-26T05:46:33Z	false
elec_rainbow	Electronic board add-on to RLS Aksim2 magnetic sensor	Apache-2.0	2025-09-23T10:12:11Z	false
reachy2_mujoco		Apache-2.0	2026-01-27T08:53:37Z	false
Orbita_3d_R1	All you need to make your own Orbita_3d Joint!	NOASSERTION	2026-06-05T07:26:59Z	false
gRPC-WebRTC-rsbridge	Streams data with GStreamer WebRTC plugin	Apache-2.0	2025-09-02T08:36:54Z	false
reachy2-behaviors-dev	Repository where we can dev autonomous behaviors on Reachy 2.	Apache-2.0	2025-04-14T20:08:54Z	false
bootloader_Poulpe		Apache-2.0	2025-06-12T06:13:13Z	false
reachy2-sdk-audio-server-rs	Reachy 2 SDK Server - Audio module	Apache-2.0	2026-07-10T07:33:08Z	false
placo-examples	Examples for PlaCo library		2025-01-29T05:01:57Z	true
mujoco_ros2_control		MIT	2025-07-31T13:12:18Z	true
gazebo_planar_move_plugin	Gazebo plugin for performing planar movements with models. Replaces upstream equivalent to allow additional configuration and better performance.	Apache-2.0	2025-01-31T17:57:36Z	true
reachy2_emotions		Apache-2.0	2025-12-16T21:12:09Z	false
openai-realtime-api-beta	Node.js + JavaScript reference client for the Realtime API (beta)	MIT	2025-02-06T15:30:59Z	true
openai-realtime-console	React app for inspecting, building and debugging with the Realtime API	MIT	2025-10-27T11:46:18Z	true
rustypot-python-bindings		Apache-2.0	2025-03-17T10:46:48Z	false
tactile_gripper	Playground to benchmark tactile sensors	Apache-2.0	2026-07-09T12:47:09Z	false
orbita3d_testbench	Orbita3d actuator test bench	Apache-2.0	2026-07-05T16:06:47Z	false
teleop_hub		Apache-2.0	2026-01-28T00:34:06Z	false
PincOpen	A low cost and open source parallel-finger gripper, derived from Reachy 2's gripper	CC-BY-SA-4.0	2026-09-01T08:20:57Z	false
anyskin-slip-detection	Training code for slip detection with Anyskin sensor	Apache-2.0	2025-09-24T00:23:50Z	false
reachy2_qpik	Quadratic Programming Inverse Kinematics control algorithm for the arms of Reachy2.	Apache-2.0	2026-03-10T08:06:33Z	false
reachy2-blender	Animate Reachy 2 in Blender and sync its movements to the real robot.	Apache-2.0	2026-02-11T01:56:13Z	false
Stewart_Little	Python implementation of stewart platform	MIT	2025-05-04T09:17:18Z	true
emotion_inference_hub		Apache-2.0	2025-05-12T10:52:52Z	false
reachy_mini	Reachy Mini's SDK	Apache-2.0	2026-09-01T11:59:52Z	false
reachy-mini-motor-controller	Low-level communication with Reachy Mini motors		2026-07-23T20:53:03Z	false
mujoco_web	MuJoCo WASM	MIT	2025-06-02T13:12:17Z	true
Open_Duck_Blender	Open Duck Robot's Blender model	Apache-2.0	2026-08-30T02:58:45Z	false
AmazingHand	Code and model to control the AH!	Apache-2.0	2026-09-01T11:17:04Z	false
so100_gravity_compensation	An example of calculating the gravity torques of the SO100 robotics arm with pinocchio library	Apache-2.0	2026-08-01T03:16:04Z	false
reachy_mini_app_example		Apache-2.0	2026-08-14T19:30:47Z	false
Reachy2-UnityDigitalTwin	Reachy2 Unity package to mirror a real or fake robot's state	Apache-2.0	2026-08-01T02:42:04Z	false
reachy2_mujoco_assets		Apache-2.0	2026-05-12T13:18:03Z	false
reachy_mini_experiments	A place for a bunch of POC and interations for Reachy Mini	Apache-2.0	2026-01-20T19:54:42Z	false
reachy2-testing	Reachy2 production testing	Apache-2.0	2025-08-26T13:16:53Z	false
elec_relay_R2	Relay 24V/100A + fuses to power Reachy 2	Apache-2.0	2026-04-27T09:26:53Z	false
docker_reachy2_testing			2025-09-03T11:44:38Z	false
orbita2d_testbench	Orbita2d actuator test bench 	Apache-2.0	2025-10-01T16:30:41Z	false
reachy_mini_toolbox	Useful tools for making Reachy Mini behaviors	Apache-2.0	2026-08-14T19:30:28Z	false
reachy_mini_conversation_app	Talk with Reachy Mini!	Apache-2.0	2026-09-01T07:56:51Z	false
reachy_mini_dances_library			2026-08-10T10:01:30Z	false
reachy_mini_cpp_kinematics	Reachy mini kinematics with C++ bindings (POC)		2026-03-10T08:23:50Z	true
reachy_mini_rust_kinematics			2026-04-07T15:48:33Z	false
reachy2_mujoco_server		Apache-2.0	2025-10-30T13:27:18Z	false
elec_Anything2EtherCAT	As its name tells. Basically for CAN bus and Dynamixel 3/4	Apache-2.0	2026-08-27T21:49:47Z	false
reachyminios-gen	Tool used to create the official Raspberry Pi OS images	BSD-3-Clause	2025-10-08T09:02:49Z	true
reachy-mini-os	Build Reachy Mini OS image - based on https://github.com/RPi-Distro/pi-gen	BSD-3-Clause	2026-09-01T04:13:28Z	false
pollen_BMI088_imu_library			2025-12-29T20:52:02Z	false
reachy_mini_stl_convexify		MIT	2026-08-21T08:34:13Z	false
reachy-mini-desktop-app		Apache-2.0	2026-09-01T04:13:24Z	false
elec_Maroilles	USB 2.0 hub with lockable connectors for R2	Apache-2.0	2026-02-02T15:16:42Z	false
microduck_rl	RL training environments for Microduck (mjlab)	Apache-2.0	2026-09-01T12:50:32Z	false
reachy_mini_testing			2025-12-30T21:39:05Z	false
docker_reachymini_documentation		Apache-2.0	2026-07-13T08:08:47Z	false
elec_martino_joystick_adapter	Martino's Joystick adapter for humanoid control		2026-02-25T10:44:57Z	false
marionette_frontend_mockup	I'm salty AF		2026-02-22T05:37:16Z	false
grabette-poc	Grabette data acquisition code	Apache-2.0	2026-06-08T08:29:42Z	false
elec_RPI_Robot_HAT	RPI HAT for small/medium robots (IMU, Dynamixel)	Apache-2.0	2026-09-01T11:57:15Z	false
G2GDelay	Glass-to-Glass delay measurement system	NOASSERTION	2026-03-05T10:16:47Z	true
reachy_mini_conv_CI_POC			2026-03-06T10:49:45Z	false
gripette	Gripette gripper	Apache-2.0	2026-08-11T20:46:37Z	false
grabette-data	Grabette project data post processing		2026-04-29T05:57:55Z	false
elec_grabette	Set of electronic boards for Grabette/Gripette	Apache-2.0	2026-08-24T10:03:51Z	false
bmi088-rs			2026-04-02T10:45:56Z	false
I-wrist-bypass	A modified version of the University-of-Utah-Bypass-Socket, to interface with the Orbita3D Mechanism as a 3dof wrist	CC-BY-SA-4.0	2026-04-07T09:23:01Z	false
openarm_gripette_model			2026-05-19T12:51:43Z	false
openarm_ros2	ROS2 packages for OpenArm	Apache-2.0	2026-04-21T14:04:09Z	true
openarm_description	URDF/xacro description files for the OpenArm robot system	Apache-2.0	2026-04-16T10:47:39Z	true
openarm_gripette_simu			2026-05-21T08:33:19Z	false
jerem_arm			2026-04-22T21:25:42Z	false
reachy_mini_tray	Lightweight Tauri 2 menu-bar app that runs the Reachy Mini daemon as a background service. Tray-only, USB-first, with built-in HF OAuth and remote-relay status.		2026-08-02T20:42:52Z	false
rustypot_wizard	Terminal UI to detect, inspect and configure Dynamixel and Feetech servos		2026-07-01T10:09:42Z	false
reachy_mini_central_signalling			2026-08-04T15:03:41Z	false
reachy_mini_homeassistant		NOASSERTION	2026-09-01T04:13:31Z	false
casquette	Grabette project POV camera		2026-09-01T08:25:56Z	false
reachy_mini_api			2026-09-01T04:13:26Z	false
reachy_mini_website			2026-07-03T15:42:52Z	false
grabette	Grabette: robotic data recording device	Apache-2.0	2026-09-01T12:34:59Z	false
lsm6ds3tr-rs			2026-07-07T13:46:19Z	false
doc-builder	The package used to build the documentation of our Hugging Face repos	Apache-2.0	2026-07-10T14:38:24Z	true
blog	Public repo for HF blog posts		2026-07-15T16:28:04Z	true
reachy_mini_flasher	USB flasher for Reachy Mini Wireless (macOS/Windows)		2026-08-27T12:46:38Z	false
microduck	A Tiny biped duck robot 🦆	Apache-2.0	2026-09-01T12:51:34Z	false
microduck-gst-plugins	Prebuilt aarch64 GStreamer plugins for the micro duck robot: Rockchip MPP hardware encoders and gst-plugins-rs WebRTC. Built in CI from pinned upstream sources.	Apache-2.0	2026-09-01T10:40:34Z	false
grabette-os	Custom Raspberry Pi OS images for the Grabette project (grabette on Pi 4, gripette on Pi Zero 2W) — pi-gen fork	BSD-3-Clause	2026-08-29T08:07:35Z	false
